device_name,device_type,eq_variant,data_source,loss_type,score_before_eq,score_with_eq,score_delta,preamp_db,num_filters,generator_version,generated_at,source_file,f1_type,f1_fc_hz,f1_gain_db,f1_q,f2_type,f2_fc_hz,f2_gain_db,f2_q,f3_type,f3_fc_hz,f3_gain_db,f3_q,f4_type,f4_fc_hz,f4_gain_db,f4_q,f5_type,f5_fc_hz,f5_gain_db,f5_q,f6_type,f6_fc_hz,f6_gain_db,f6_q,f7_type,f7_fc_hz,f7_gain_db,f7_q,f8_type,f8_fc_hz,f8_gain_db,f8_q,f9_type,f9_fc_hz,f9_gain_db,f9_q,f10_type,f10_fc_hz,f10_gain_db,f10_q,f11_type,f11_fc_hz,f11_gain_db,f11_q,f12_type,f12_fc_hz,f12_gain_db,f12_q,f13_type,f13_fc_hz,f13_gain_db,f13_q,f14_type,f14_fc_hz,f14_gain_db,f14_q,f15_type,f15_fc_hz,f15_gain_db,f15_q,f16_type,f16_fc_hz,f16_gain_db,f16_q,f17_type,f17_fc_hz,f17_gain_db,f17_q,f18_type,f18_fc_hz,f18_gain_db,f18_q,f19_type,f19_fc_hz,f19_gain_db,f19_q,f20_type,f20_fc_hz,f20_gain_db,f20_q,f21_type,f21_fc_hz,f21_gain_db,f21_q,f22_type,f22_fc_hz,f22_gain_db,f22_q,f23_type,f23_fc_hz,f23_gain_db,f23_q,f24_type,f24_fc_hz,f24_gain_db,f24_q,f25_type,f25_fc_hz,f25_gain_db,f25_q,f26_type,f26_fc_hz,f26_gain_db,f26_q,f27_type,f27_fc_hz,f27_gain_db,f27_q,f28_type,f28_fc_hz,f28_gain_db,f28_q,f29_type,f29_fc_hz,f29_gain_db,f29_q,f30_type,f30_fc_hz,f30_gain_db,f30_q,f31_type,f31_fc_hz,f31_gain_db,f31_q
KEF LS50 Meta,speaker,dbx-1215,ASR,,5.61,5.66,0.04999999999999982,-0.7,15,0.24,2023-08-04-23:31:40,eq/KEF LS50 Meta/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,-0.25,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LS50 Meta,speaker,dbx-1231,ASR,,5.61,5.74,0.1299999999999999,-0.8,31,0.24,2023-08-04-23:46:17,eq/KEF LS50 Meta/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,-0.25,4.32,PK,500.0,-0.25,4.32,PK,630.0,-0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
KEF LS50 Meta,speaker,autoeq,ErinsAudioCorner,,5.89,6.55,0.6600000000000001,-4.0,7,0.26,2024-03-19-16:52:57,eq/KEF LS50 Meta/iir-autoeq.txt,PK,42.0,2.88,1.04,PK,69.0,2.25,0.8,PK,105.0,-2.21,1.21,PK,976.0,-0.83,0.37,PK,2491.0,2.68,1.32,PK,5165.0,-1.31,1.04,PK,16239.0,-0.71,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LS50 Wireless II,speaker,dbx-1215,ErinsAudioCorner,,5.64,5.78,0.14000000000000057,-0.7,15,0.24,2023-08-04-23:32:03,eq/KEF LS50 Wireless II/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.0,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.5,2.14,PK,1600.0,0.5,2.14,PK,2500.0,0.5,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LS50 Wireless II,speaker,dbx-1231,ErinsAudioCorner,,5.64,5.89,0.25,-0.8,31,0.24,2023-08-04-23:44:45,eq/KEF LS50 Wireless II/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.0,4.32,PK,80.0,-0.25,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.25,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.5,4.32,PK,1250.0,0.5,4.32,PK,1600.0,0.5,4.32,PK,2000.0,0.5,4.32,PK,2500.0,0.5,4.32,PK,3150.0,0.5,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
KEF LS50 Wireless II,speaker,autoeq,ErinsAudioCorner,,5.64,6.61,0.9700000000000006,-2.5,9,0.24,2023-08-05-04:47:52,eq/KEF LS50 Wireless II/iir-autoeq.txt,HS,62.0,-2.68,0.89,PK,109.0,-2.36,0.69,PK,158.0,0.93,1.9,PK,844.0,-1.47,2.06,PK,1103.0,2.45,2.47,PK,2909.0,2.22,1.51,PK,3801.0,-1.11,1.84,PK,4966.0,0.09,0.89,LS,14473.0,2.65,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LS60 Wireless,speaker,dbx-1215,Vendors-KEF,,7.97,8.01,0.040000000000000036,-0.6,15,0.24,2023-08-04-23:28:46,eq/KEF LS60 Wireless/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,-0.25,2.14,PK,63.0,-0.25,2.14,PK,100.0,-0.25,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.5,2.14,PK,16000.0,0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LS60 Wireless,speaker,dbx-1231,Vendors-KEF,,7.97,8.05,0.08000000000000096,-0.7,31,0.24,2023-08-04-23:40:57,eq/KEF LS60 Wireless/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.0,4.32,PK,40.0,-0.25,4.32,PK,50.0,-0.25,4.32,PK,63.0,-0.25,4.32,PK,80.0,-0.25,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.25,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.5,4.32,PK,12000.0,0.5,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
KEF LS60 Wireless,speaker,autoeq,ErinsAudioCorner,,7.45,7.9,0.4500000000000002,-2.5,7,0.26,2024-03-19-16:29:05,eq/KEF LS60 Wireless/iir-autoeq.txt,PK,22.0,2.86,2.63,PK,184.0,-2.87,0.34,PK,211.0,1.78,1.99,PK,424.0,2.72,1.38,PK,4495.0,-0.31,2.72,PK,7308.0,-1.74,1.9,PK,8694.0,2.4,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LSX,speaker,dbx-1215,ASR,,4.52,4.57,0.05000000000000071,-0.8,15,0.24,2023-08-04-23:32:28,eq/KEF LSX/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.25,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.75,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LSX,speaker,dbx-1231,ASR,,4.52,4.66,0.14000000000000057,-0.8,31,0.24,2023-08-04-23:47:08,eq/KEF LSX/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.25,4.32,PK,100.0,0.25,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,-0.25,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,-0.25,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.5,4.32,PK,16000.0,0.75,4.32,PK,20000.0,0.0,4.32
KEF LSX,speaker,autoeq,ASR,,4.52,5.39,0.8700000000000001,-2.9,9,0.24,2023-08-05-03:02:40,eq/KEF LSX/iir-autoeq.txt,PK,64.0,2.9,0.79,PK,299.0,-1.37,0.3,PK,378.0,1.3,2.49,PK,764.0,1.51,2.97,PK,1348.0,2.97,2.54,PK,2082.0,1.05,2.49,PK,4492.0,-1.59,2.61,PK,5310.0,2.88,2.96,PK,14965.0,2.94,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF LSX II LT,speaker,autoeq,ErinsAudioCorner,,5.07,5.48,0.41000000000000014,-3.4,7,0.26,2024-09-16-15:37:45,eq/KEF LSX II LT/iir-autoeq.txt,PK,44.0,2.98,2.35,PK,62.0,1.06,0.51,PK,98.0,-1.3,0.67,PK,369.0,0.69,2.99,PK,621.0,-1.36,2.83,PK,910.0,2.11,1.31,PK,1010.0,-2.59,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Muo,speaker,autoeq,Misc,,5.19,6.24,1.0499999999999998,-1.8,7,0.28,2025-10-29-21:59:00,eq/KEF Muo/iir-autoeq.txt,PK,40.0,2.84,2.67,PK,69.0,-2.3,1.24,PK,134.0,-0.84,0.37,PK,540.0,1.62,1.71,PK,1121.0,-1.05,2.23,PK,6144.0,2.42,1.49,PK,9989.0,-5.7,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q Concerto Meta,speaker,autoeq,ErinsAudioCorner,,6.19,6.91,0.7199999999999998,-2.7,7,0.26,2024-11-17-10:37:33,eq/KEF Q Concerto Meta/iir-autoeq.txt,PK,44.0,2.9,0.96,PK,95.0,-2.42,2.06,PK,197.0,1.21,2.84,PK,395.0,-1.18,2.9,PK,689.0,-2.26,2.98,PK,1642.0,-2.29,1.73,PK,2245.0,1.74,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q1 Meta,speaker,autoeq,Vendors-KEF,,5.48,6.63,1.1499999999999995,-2.6,7,0.26,2024-12-24-10:26:20,eq/KEF Q1 Meta/iir-autoeq.txt,PK,23.0,1.83,0.48,PK,72.0,2.15,0.76,PK,134.0,-2.07,1.61,PK,235.0,-1.54,1.53,PK,820.0,-3.54,2.72,PK,1010.0,2.89,2.82,PK,1244.0,-1.25,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q100,speaker,dbx-1215,ASR,,5.08,5.42,0.33999999999999986,-1.1,15,0.24,2023-08-04-23:30:14,eq/KEF Q100/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,0.5,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,-0.5,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.0,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,-0.5,2.14,PK,16000.0,-0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q100,speaker,dbx-1231,ASR,,5.08,5.5,0.41999999999999993,-1.2,31,0.24,2023-08-04-23:42:31,eq/KEF Q100/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.75,4.32,PK,80.0,0.75,4.32,PK,100.0,0.5,4.32,PK,125.0,0.25,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,-0.5,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.0,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.25,4.32,PK,10000.0,-0.25,4.32,PK,12000.0,-0.25,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
KEF Q100,speaker,autoeq,ASR,,4.99,6.21,1.2199999999999998,-4.7,7,0.26,2024-03-19-16:53:18,eq/KEF Q100/iir-autoeq.txt,PK,52.0,2.98,0.61,PK,85.0,2.87,0.26,PK,155.0,-3.27,0.59,PK,879.0,-3.53,1.53,PK,1381.0,1.54,0.31,PK,5536.0,-1.98,1.27,PK,11085.0,-1.47,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q100,speaker,flipflop,,,,,,-1.8,20,,13-07-2020 18:30:01,eq/KEF Q100/iir-flipflop.txt,PK,480.0,0.8,10.0,PK,510.0,-0.8,10.0,PK,600.0,1.3,10.0,PK,660.0,0.9,15.0,PK,728.0,-2.0,4.6,PK,955.0,-2.2,5.0,PK,1130.0,1.4,12.0,PK,1225.0,-2.3,7.0,PK,1630.0,1.2,7.0,PK,2210.0,0.7,22.0,PK,2465.0,12.0,1.0,PK,2524.0,-11.3,1.0,PK,3667.0,1.2,5.0,PK,7862.0,-2.5,1.0,PK,7937.0,1.7,5.0,PK,8740.0,-0.6,13.0,PK,9500.0,0.6,12.0,PK,11171.0,-1.0,5.0,PK,13400.0,-1.4,4.0,PK,15600.0,-0.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q11 Meta,speaker,autoeq,Vendors-KEF,,6.92,7.63,0.71,-2.8,7,0.26,2024-12-24-10:29:04,eq/KEF Q11 Meta/iir-autoeq.txt,PK,27.0,2.87,1.76,PK,49.0,2.19,2.71,PK,121.0,-2.27,0.73,PK,382.0,-1.03,2.97,PK,600.0,-1.23,2.99,PK,1083.0,3.0,3.0,PK,1161.0,-3.05,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q150,speaker,dbx-1215,ErinsAudioCorner,,4.6,4.96,0.3600000000000003,-0.6,15,0.24,2023-08-04-23:34:07,eq/KEF Q150/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.25,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,-0.25,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,-0.5,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q150,speaker,dbx-1231,ErinsAudioCorner,,4.6,5.13,0.5300000000000002,-0.7,31,0.24,2023-08-04-23:46:51,eq/KEF Q150/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,-0.5,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,-0.5,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.25,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,-0.25,4.32,PK,5000.0,-0.25,4.32,PK,6300.0,-0.5,4.32,PK,8000.0,-0.5,4.32,PK,10000.0,-0.75,4.32,PK,12000.0,-0.75,4.32,PK,16000.0,-0.5,4.32,PK,20000.0,0.0,4.32
KEF Q150,speaker,subzero-szeq-215,ErinsAudioCorner,,4.9,5.5,0.5999999999999996,-1.5,13,0.17,2022-12-09-21:24:30,eq/KEF Q150/iir-autoeq-subzero-szeq-215.txt,PK,25.0,0.0,2.14,PK,40.0,0.0,2.14,PK,100.0,1.25,2.14,PK,250.0,0.5,2.14,PK,400.0,1.0,2.14,PK,630.0,0.75,2.14,PK,1000.0,0.5,2.14,PK,1600.0,0.75,2.14,PK,2500.0,0.5,2.14,PK,4000.0,-0.25,2.14,PK,6300.0,-1.5,2.14,PK,10000.0,-3.0,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q150,speaker,autoeq,ErinsAudioCorner,,4.6,6.26,1.6600000000000001,-2.5,9,0.24,2023-08-05-02:56:17,eq/KEF Q150/iir-autoeq.txt,LS,106.0,2.53,0.32,PK,143.0,-1.57,1.13,PK,584.0,1.6,0.6,PK,844.0,-2.83,2.61,PK,1220.0,-1.64,2.62,PK,1594.0,1.91,1.82,PK,4645.0,0.57,2.64,PK,9372.0,-2.06,0.98,PK,14965.0,-2.4,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q250,speaker,dbx-1215,ErinsAudioCorner,,4.34,4.75,0.41000000000000014,-1.1,15,0.24,2023-08-04-23:33:04,eq/KEF Q250/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,0.5,2.14,PK,160.0,0.0,2.14,PK,250.0,-0.25,2.14,PK,400.0,-0.25,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.0,2.14,PK,10000.0,-0.5,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q250,speaker,dbx-1231,ErinsAudioCorner,,4.34,4.75,0.41000000000000014,-1.2,31,0.24,2023-08-04-23:47:21,eq/KEF Q250/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.75,4.32,PK,80.0,0.75,4.32,PK,100.0,0.5,4.32,PK,125.0,0.25,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,-0.25,4.32,PK,315.0,-0.25,4.32,PK,400.0,-0.25,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,-0.25,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.5,4.32,PK,16000.0,-0.5,4.32,PK,20000.0,0.0,4.32
KEF Q250,speaker,autoeq,ErinsAudioCorner,,4.34,5.57,1.2300000000000004,-3.1,9,0.24,2023-08-05-01:55:52,eq/KEF Q250/iir-autoeq.txt,LS,117.0,2.99,1.15,PK,432.0,-1.45,0.96,PK,565.0,1.42,1.59,PK,1442.0,2.48,2.96,PK,1762.0,-1.65,2.86,PK,2631.0,2.82,2.7,PK,4064.0,2.18,2.32,PK,6069.0,0.58,1.38,PK,13092.0,-0.52,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q3 Meta,speaker,autoeq,ErinsAudioCorner,,5.05,5.99,0.9400000000000004,-2.6,7,0.26,2024-12-16-11:43:56,eq/KEF Q3 Meta/iir-autoeq.txt,PK,52.0,2.98,0.25,PK,95.0,-2.88,1.95,PK,144.0,-3.66,1.3,PK,666.0,-1.51,0.94,PK,942.0,2.99,3.0,PK,1480.0,2.98,2.97,PK,1586.0,-0.78,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q350,speaker,dbx-1215,ASR,,5.61,5.7,0.08999999999999986,-0.7,15,0.24,2023-08-04-23:32:27,eq/KEF Q350/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,-0.25,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.5,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.5,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEF Q350,speaker,dbx-1231,ASR,,5.61,5.74,0.1299999999999999,-0.8,31,0.24,2023-08-04-23:45:22,eq/KEF Q350/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,-0.25,4.32,PK,160.0,-0.25,4.32,PK,200.0,-0.25,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.25,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
KEF Q350,speaker,autoeq,ASR,,5.57,6.39,0.8199999999999994,-3.3,7,0.26,2024-03-19-16:27:50,eq/KEF Q350/iir-autoeq.txt,PK,36.0,2.76,1.05,PK,69.0,2.9,1.07,PK,125.0,-2.68,0.78,PK,739.0,-3.07,2.99,PK,879.0,3.0,2.96,PK,3779.0,1.39,2.96,PK,9319.0,-1.0,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
